Country,Year,Age,Cause,Pollutant,Measure,Value,Lower Bound,Upper Bound,Units,Life Expectancy (State of global air?),
Malaysia,2003,<5 years,Lower respiratory infections,Household air pollution from solid fuels,Deaths,0.202521412,0.08898227,0.376785907,"per 100,000",,
Malaysia,2004,<5 years,Lower respiratory infections,Household air pollution from solid fuels,Deaths,0.201269598,0.093233752,0.392295331,"per 100,000",,
Malaysia,2005,<5 years,Lower respiratory infections,Household air pollution from solid fuels,Deaths,0.200738265,0.094998458,0.382977634,"per 100,000",,
Malaysia,2006,<5 years,Lower respiratory infections,Household air pollution from solid fuels,Deaths,0.17242722,0.078047764,0.317606586,"per 100,000",,
Malaysia,2007,<5 years,Lower respiratory infections,Household air pollution from solid fuels,Deaths,0.178405649,0.08244089,0.343040477,"per 100,000",,
Malaysia,2008,<5 years,Lower respiratory infections,Household air pollution from solid fuels,Deaths,0.186996041,0.08464463,0.341259015,"per 100,000",,
Malaysia,2009,<5 years,Lower respiratory infections,Household air pollution from solid fuels,Deaths,0.188374317,0.084114381,0.364392543,"per 100,000",,
Malaysia,2010,<5 years,Lower respiratory infections,Household air pollution from solid fuels,Deaths,0.142027205,0.059495745,0.272959279,"per 100,000",,
Malaysia,2011,<5 years,Lower respiratory infections,Household air pollution from solid fuels,Deaths,0.130299208,0.054434522,0.256992346,"per 100,000",,
Malaysia,2012,<5 years,Lower respiratory infections,Household air pollution from solid fuels,Deaths,0.124348412,0.054606822,0.240404595,"per 100,000",,
Malaysia,2013,<5 years,Lower respiratory infections,Household air pollution from solid fuels,Deaths,0.099973921,0.040724609,0.202728482,"per 100,000",,
Malaysia,2014,<5 years,Lower respiratory infections,Household air pollution from solid fuels,Deaths,0.105579718,0.042920858,0.212741794,"per 100,000",,
Malaysia,2015,<5 years,Lower respiratory infections,Household air pollution from solid fuels,Deaths,0.106426621,0.043766468,0.216003754,"per 100,000",,
Malaysia,2016,<5 years,Lower respiratory infections,Household air pollution from solid fuels,Deaths,0.081312816,0.031085177,0.167063348,"per 100,000",,
Malaysia,2017,<5 years,Lower respiratory infections,Household air pollution from solid fuels,Deaths,0.065204355,0.024615412,0.139381234,"per 100,000",,
Malaysia,1990,All ages,Chronic obstructive pulmonary disease,Household air pollution from solid fuels,DALYs,42.4014486,19.87316438,69.94192714,"per 100,000",70.727,
Malaysia,1991,All ages,Chronic obstructive pulmonary disease,Household air pollution from solid fuels,DALYs,38.91178845,18.67660801,65.56093552,"per 100,000",70.955,
Malaysia,1992,All ages,Chronic obstructive pulmonary disease,Household air pollution from solid fuels,DALYs,35.45149431,16.08654512,59.81710347,"per 100,000",71.177,
Malaysia,1993,All ages,Chronic obstructive pulmonary disease,Household air pollution from solid fuels,DALYs,31.6435366,14.29629465,54.07358351,"per 100,000",71.394,
Malaysia,1994,All ages,Chronic obstructive pulmonary disease,Household air pollution from solid fuels,DALYs,28.5678475,12.82295543,49.16642744,"per 100,000",71.605,
Malaysia,1995,All ages,Chronic obstructive pulmonary disease,Household air pollution from solid fuels,DALYs,25.74817134,11.56518139,46.10861757,"per 100,000",,
Malaysia,1996,All ages,Chronic obstructive pulmonary disease,Household air pollution from solid fuels,DALYs,22.71096939,10.16681733,40.48043879,"per 100,000",,
Malaysia,1997,All ages,Chronic obstructive pulmonary disease,Household air pollution from solid fuels,DALYs,19.99819622,8.800515564,35.1344254,"per 100,000",,
Malaysia,1998,All ages,Chronic obstructive pulmonary disease,Household air pollution from solid fuels,DALYs,17.31179083,7.654340599,32.05092487,"per 100,000",,
Malaysia,1999,All ages,Chronic obstructive pulmonary disease,Household air pollution from solid fuels,DALYs,15.10130005,6.416239879,28.0497127,"per 100,000",,
Malaysia,2000,All ages,Chronic obstructive pulmonary disease,Household air pollution from solid fuels,DALYs,13.57302463,5.622678487,25.88437913,"per 100,000",,
Malaysia,2001,All ages,Chronic obstructive pulmonary disease,Household air pollution from solid fuels,DALYs,11.97724601,5.021964494,23.07298776,"per 100,000",,
Malaysia,2002,All ages,Chronic obstructive pulmonary disease,Household air pollution from solid fuels,DALYs,10.28140829,4.304091415,20.0977483,"per 100,000",,
Malaysia,2003,All ages,Chronic obstructive pulmonary disease,Household air pollution from solid fuels,DALYs,8.887273934,3.587038475,17.11862157,"per 100,000",,
Malaysia,2004,All ages,Chronic obstructive pulmonary disease,Household air pollution from solid fuels,DALYs,8.572808995,3.48139221,16.77548828,"per 100,000",,
Malaysia,2005,All ages,Chronic obstructive pulmonary disease,Household air pollution from solid fuels,DALYs,8.276588276,3.523074848,16.01269694,"per 100,000",,
Malaysia,2006,All ages,Chronic obstructive pulmonary disease,Household air pollution from solid fuels,DALYs,7.84189646,3.292422055,15.21638873,"per 100,000",,
Malaysia,2007,All ages,Chronic obstructive pulmonary disease,Household air pollution from solid fuels,DALYs,7.485798356,3.06371256,14.62901796,"per 100,000",,
Malaysia,2008,All ages,Chronic obstructive pulmonary disease,Household air pollution from solid fuels,DALYs,7.184992742,2.964521131,14.3070811,"per 100,000",,
Malaysia,2009,All ages,Chronic obstructive pulmonary disease,Household air pollution from solid fuels,DALYs,7.03166072,2.860917068,14.8266091,"per 100,000",,
Malaysia,2010,All ages,Chronic obstructive pulmonary disease,Household air pollution from solid fuels,DALYs,6.629875229,2.662644041,14.07426013,"per 100,000",,
Malaysia,2011,All ages,Chronic obstructive pulmonary disease,Household air pollution from solid fuels,DALYs,5.995414033,2.353181072,12.04809997,"per 100,000",,
Malaysia,2012,All ages,Chronic obstructive pulmonary disease,Household air pollution from solid fuels,DALYs,5.569126975,2.16677986,11.49225975,"per 100,000",,
Malaysia,2013,All ages,Chronic obstructive pulmonary disease,Household air pollution from solid fuels,DALYs,5.333031094,2.057434452,10.98183146,"per 100,000",,
Malaysia,2014,All ages,Chronic obstructive pulmonary disease,Household air pollution from solid fuels,DALYs,5.154397827,1.925537131,10.59584699,"per 100,000",,
Malaysia,2015,All ages,Chronic obstructive pulmonary disease,Household air pollution from solid fuels,DALYs,4.74604112,1.840301434,9.862789196,"per 100,000",,
Malaysia,2016,All ages,Chronic obstructive pulmonary disease,Household air pollution from solid fuels,DALYs,4.696696353,1.752166595,10.1299209,"per 100,000",,
Malaysia,2017,All ages,Chronic obstructive pulmonary disease,Household air pollution from solid fuels,DALYs,4.33107239,1.605794613,9.218105608,"per 100,000",,
Malaysia,1990,All ages,Chronic obstructive pulmonary disease,Household air pollution from solid fuels,Deaths,1.53565673,0.69912419,2.528517699,"per 100,000",70.727,
Malaysia,1991,All ages,Chronic obstructive pulmonary disease,Household air pollution from solid fuels,Deaths,1.419881928,0.673584333,2.405714004,"per 100,000",70.955,
Malaysia,1992,All ages,Chronic obstructive pulmonary disease,Household air pollution from solid fuels,Deaths,1.292415647,0.590410156,2.159523135,"per 100,000",71.177,
Malaysia,1993,All ages,Chronic obstructive pulmonary disease,Household air pollution from solid fuels,Deaths,1.144125362,0.502055825,1.95510288,"per 100,000",71.394,
Malaysia,1994,All ages,Chronic obstructive pulmonary disease,Household air pollution from solid fuels,Deaths,1.026726163,0.46093025,1.778417052,"per 100,000",71.605,
Malaysia,1995,All ages,Chronic obstructive pulmonary disease,Household air pollution from solid fuels,Deaths,0.928117777,0.415189484,1.618141408,"per 100,000",,
Malaysia,1996,All ages,Chronic obstructive pulmonary disease,Household air pollution from solid fuels,Deaths,0.810504195,0.348907863,1.449855515,"per 100,000",,
Malaysia,1997,All ages,Chronic obstructive pulmonary disease,Household air pollution from solid fuels,Deaths,0.705387293,0.307307085,1.238297287,"per 100,000",,
Malaysia,1998,All ages,Chronic obstructive pulmonary disease,Household air pollution from solid fuels,Deaths,0.606638396,0.270013986,1.131986691,"per 100,000",,
Malaysia,1999,All ages,Chronic obstructive pulmonary disease,Household air pollution from solid fuels,Deaths,0.53120251,0.227598285,0.996382636,"per 100,000",,
Malaysia,2000,All ages,Chronic obstructive pulmonary disease,Household air pollution from solid fuels,Deaths,0.479600964,0.202471924,0.89536698,"per 100,000",,
Malaysia,2001,All ages,Chronic obstructive pulmonary disease,Household air pollution from solid fuels,Deaths,0.4200548,0.179494348,0.795354299,"per 100,000",,
Malaysia,2002,All ages,Chronic obstructive pulmonary disease,Household air pollution from solid fuels,Deaths,0.355915831,0.151983315,0.686902739,"per 100,000",,
Malaysia,2003,All ages,Chronic obstructive pulmonary disease,Household air pollution from solid fuels,Deaths,0.303931075,0.123912499,0.587427912,"per 100,000",,
Malaysia,2004,All ages,Chronic obstructive pulmonary disease,Household air pollution from solid fuels,Deaths,0.285852545,0.116026175,0.543808583,"per 100,000",,
Malaysia,2005,All ages,Chronic obstructive pulmonary disease,Household air pollution from solid fuels,Deaths,0.267435402,0.112250149,0.518009912,"per 100,000",,
Malaysia,2006,All ages,Chronic obstructive pulmonary disease,Household air pollution from solid fuels,Deaths,0.246625549,0.101818067,0.480517321,"per 100,000",,
Malaysia,2007,All ages,Chronic obstructive pulmonary disease,Household air pollution from solid fuels,Deaths,0.230036618,0.093792918,0.452689005,"per 100,000",,
Malaysia,2008,All ages,Chronic obstructive pulmonary disease,Household air pollution from solid fuels,Deaths,0.218648784,0.088529872,0.440116734,"per 100,000",,
Malaysia,2009,All ages,Chronic obstructive pulmonary disease,Household air pollution from solid fuels,Deaths,0.212165761,0.085439384,0.463302106,"per 100,000",,
Malaysia,2010,All ages,Chronic obstructive pulmonary disease,Household air pollution from solid fuels,Deaths,0.194668301,0.077936625,0.434164136,"per 100,000",,
Malaysia,2011,All ages,Chronic obstructive pulmonary disease,Household air pollution from solid fuels,Deaths,0.167455527,0.065773832,0.348255139,"per 100,000",,
Malaysia,2012,All ages,Chronic obstructive pulmonary disease,Household air pollution from solid fuels,Deaths,0.152583033,0.057171192,0.334089297,"per 100,000",,
Malaysia,2013,All ages,Chronic obstructive pulmonary disease,Household air pollution from solid fuels,Deaths,0.14411623,0.054866695,0.298227945,"per 100,000",,
Malaysia,2014,All ages,Chronic obstructive pulmonary disease,Household air pollution from solid fuels,Deaths,0.141099819,0.049933741,0.301032853,"per 100,000",,
Malaysia,2015,All ages,Chronic obstructive pulmonary disease,Household air pollution from solid fuels,Deaths,0.131072134,0.04877558,0.280676971,"per 100,000",,
Malaysia,2016,All ages,Chronic obstructive pulmonary disease,Household air pollution from solid fuels,Deaths,0.130840102,0.047474771,0.286950249,"per 100,000",,
Malaysia,2017,All ages,Chronic obstructive pulmonary disease,Household air pollution from solid fuels,Deaths,0.122042431,0.042670929,0.265166679,"per 100,000",,
Malaysia,1990,All ages,Ischemic heart disease,Household air pollution from solid fuels,DALYs,106.3422243,65.32084738,154.9375534,"per 100,000",70.727,
Malaysia,1991,All ages,Ischemic heart disease,Household air pollution from solid fuels,DALYs,100.957755,61.48280509,146.7642089,"per 100,000",70.955,
Malaysia,1992,All ages,Ischemic heart disease,Household air pollution from solid fuels,DALYs,94.89886082,55.20880507,141.546144,"per 100,000",71.177,
Malaysia,1993,All ages,Ischemic heart disease,Household air pollution from solid fuels,DALYs,86.9743825,52.25268449,133.5944378,"per 100,000",71.394,
Malaysia,1994,All ages,Ischemic heart disease,Household air pollution from solid fuels,DALYs,80.41886331,45.20078966,125.3895556,"per 100,000",71.605,
Malaysia,1995,All ages,Ischemic heart disease,Household air pollution from solid fuels,DALYs,75.27298243,41.93685852,122.2451075,"per 100,000",,
Malaysia,1996,All ages,Ischemic heart disease,Household air pollution from solid fuels,DALYs,66.98528702,36.04621561,108.9931624,"per 100,000",,
Malaysia,1997,All ages,Ischemic heart disease,Household air pollution from solid fuels,DALYs,59.20513093,31.59694632,96.60878544,"per 100,000",,
Malaysia,1998,All ages,Ischemic heart disease,Household air pollution from solid fuels,DALYs,51.06365244,27.81699224,85.93141291,"per 100,000",,
Malaysia,1999,All ages,Ischemic heart disease,Household air pollution from solid fuels,DALYs,44.94669451,23.8818127,76.10320183,"per 100,000",,
Malaysia,2000,All ages,Ischemic heart disease,Household air pollution from solid fuels,DALYs,40.80419599,20.42058361,70.88307222,"per 100,000",,
Malaysia,2001,All ages,Ischemic heart disease,Household air pollution from solid fuels,DALYs,35.96338871,18.11897222,61.81187197,"per 100,000",,
Malaysia,2002,All ages,Ischemic heart disease,Household air pollution from solid fuels,DALYs,30.81674409,15.30949558,52.53519701,"per 100,000",,
Malaysia,2003,All ages,Ischemic heart disease,Household air pollution from solid fuels,DALYs,27.19782194,13.48405798,48.10547485,"per 100,000",,
Malaysia,2004,All ages,Ischemic heart disease,Household air pollution from solid fuels,DALYs,26.53267274,13.01578348,47.31066026,"per 100,000",,
Malaysia,2005,All ages,Ischemic heart disease,Household air pollution from solid fuels,DALYs,25.96056232,12.61439641,46.07782556,"per 100,000",,
Malaysia,2006,All ages,Ischemic heart disease,Household air pollution from solid fuels,DALYs,24.79188361,11.92426817,45.25901527,"per 100,000",,
Malaysia,2007,All ages,Ischemic heart disease,Household air pollution from solid fuels,DALYs,24.09919245,11.73102976,43.02479219,"per 100,000",,
Malaysia,2008,All ages,Ischemic heart disease,Household air pollution from solid fuels,DALYs,23.89853915,11.42468683,45.3074414,"per 100,000",,
Malaysia,2009,All ages,Ischemic heart disease,Household air pollution from solid fuels,DALYs,24.05428877,10.87548725,44.41888226,"per 100,000",,
Malaysia,2010,All ages,Ischemic heart disease,Household air pollution from solid fuels,DALYs,22.97766551,10.3957003,42.99152705,"per 100,000",,
Malaysia,2011,All ages,Ischemic heart disease,Household air pollution from solid fuels,DALYs,20.53102324,9.356394525,38.83572884,"per 100,000",,
Malaysia,2012,All ages,Ischemic heart disease,Household air pollution from solid fuels,DALYs,18.88958266,8.478321309,36.1569984,"per 100,000",,
Malaysia,2013,All ages,Ischemic heart disease,Household air pollution from solid fuels,DALYs,18.08478175,8.376903292,34.76782084,"per 100,000",,
Malaysia,2014,All ages,Ischemic heart disease,Household air pollution from solid fuels,DALYs,17.68340984,7.8841053,34.30476325,"per 100,000",,
Malaysia,2015,All ages,Ischemic heart disease,Household air pollution from solid fuels,DALYs,16.25984694,7.362802077,33.0300596,"per 100,000",,
